"trialId","answer","correctAnswer","pid"
"area_chart-describe_trend_or_correlation-food_and_agriculture","Production consistently increased over the years.","Production fluctuated with no consistent trend.","p47"
"area_chart-identify_range-economy","[961, 961]","[961, 961]","p47"
"area_chart-locate_value-politics","2000","2009","p47"
"area_chart-retrieve_value-weather_and_climate","60","97","p47"
"bar_chart-identify_range-politics","[1941, 9918]","[1941, 9918]","p47"
"bar_chart-locate_value-innovation","AI","Renewable Energy","p47"
"bar_chart-make_comparisons-energy_and_environment","Coal has a higher production level than Solar.","Solar has a higher production level than Coal.","p47"
"bar_chart-retrieve_value-economy","600","405","p47"
"bubble_chart-describe_trend_or_correlation-population_and_demography","Cities with higher GDP Per Capita tend to have larger populations.","There is no clear trend or correlation between GDP Per Capita and Population.","p47"
"bubble_chart-identify_range-economy","[150, 750]","[217, 625]","p47"
"bubble_chart-locate_value-population_and_demography","Central City","Gotham","p47"
"bubble_chart-make_comparisons-education","School B","School A","p47"
"bubble_chart-retrieve_value-education","470","570","p47"
"bubble_chart_with_cluster-identify_clusters-innovation","Company A, Company B, Company C, Company D","Company A, Company B, Company C, Company D","p47"
"bubble_chart_with_outlier-identify_anomalies-population_and_demography","Southville","Outlands","p47"
"choropleth_map-locate_value-education","New York","New York","p47"
"choropleth_map-make_comparisons-economy","Texas","Florida","p47"
"choropleth_map-retrieve_value-weather_and_climate","85","100","p47"
"histogram-locate_value-weather_and_climate","65°F","90°F","p47"
"histogram-make_comparisons-food_and_agriculture","It is not possible to determine from the histogram","0-9","p47"
"histogram-retrieve_value-health","222","222","p47"
"line_chart-describe_trend_or_correlation-weather_and_climate","Temperatures fluctuate without a clear trend.","Temperatures fluctuate without a clear trend.","p47"
"line_chart-estimate_the_difference_between_two_values_of_the_same_type-economy","12","8","p47"
"line_chart-identify_range-economy","[1, 10]","[1, 10]","p47"
"line_chart-locate_value-economy","2018","2003","p47"
"line_chart-retrieve_value-innovation","710","710","p47"
"pie_chart-locate_value-politics","Green","Green","p47"
"pie_chart-make_comparisons-education","Middle School","Middle School","p47"
"pie_chart-retrieve_value-weather_and_climate","30%","30%","p47"
"scatterplot-describe_trend_or_correlation-economy","As GDP increases, Unemployment Rate decreases.","As GDP increases, Unemployment Rate decreases.","p47"
"scatterplot-identify_range-politics","[52, 90]","[52, 90]","p47"
"scatterplot-locate_value-innovation","Research Investment of 4 million","Research Investment of 38 million","p47"
"scatterplot-make_comparisons-health","It is not possible to determine from the scatterplot","50-60 kg","p47"
"scatterplot-retrieve_value-food_and_agriculture","254","254","p47"
"scatterplot_with_cluster-identify_clusters-politics","Around the (25%, 75%) mark","Around the (50%, 50%) mark","p47"
"scatterplot_with_outlier-identify_anomalies-energy_and_environment","Energy Consumption: 400 MWh, CO2 Emissions: 500 Metric Tons","Energy Consumption: 750 MWh, CO2 Emissions: 1500 Metric Tons","p47"
"stacked_area_chart-describe_trend_or_correlation-population_and_demography","The ""0-14"" age group had the highest population throughout the years 2000 to 2019.","No clear trend in population changes is observed across all age groups.","p47"
"stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health","3.1","1.1","p47"
"stacked_area_chart-locate_value-food_and_agriculture","2012","2012","p47"
"stacked_area_chart-make_comparisons-economy","Agriculture","Agriculture","p47"
"stacked_area_chart-retrieve_value-politics","779","917","p47"
"stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment","2.6","1.6","p47"
"stacked_bar_chart-locate_value-economy","2020, Construction, $472 million","2018, Technology, $492 million","p47"
"stacked_bar_chart-make_comparisons-education","School A","School B","p47"
"stacked_bar_chart-retrieve_value-weather_and_climate","120","51","p47"
"tree_map-identify_the_hierarchical_structure-food_and_agriculture","Fruits","Fruits","p47"
"tree_map-locate_value-education","Biology","Biology","p47"
"tree_map-retrieve_value-food_and_agriculture","17%","17%","p47"
"100_percent_stacked_bar_chart-locate_value-energy_and_environment","2020, Solar","2020, Solar","p73"
"100_percent_stacked_bar_chart-make_comparisons-weather_and_climate","Cloudy","Cloudy","p73"
"100_percent_stacked_bar_chart-retrieve_value-energy_and_environment","35%","35%","p73"
"area_chart-describe_trend_or_correlation-economy","The GDP remains constant over the years.","The GDP remains constant over the years.","p73"
"area_chart-identify_range-food_and_agriculture","[108, 200]","[108, 200]","p73"
"area_chart-locate_value-economy","Every year from 2001 to 2020","Every year from 2001 to 2020","p73"
"area_chart-retrieve_value-population_and_demography","3112","3112","p73"
"bar_chart-identify_range-politics","[1941, 9918]","[1941, 9918]","p73"
"bar_chart-locate_value-economy","Manufacturing","Manufacturing","p73"
"bar_chart-make_comparisons-population_and_demography","""0-14"" has a larger population than ""45-64""","""0-14"" has a larger population than ""45-64""","p73"
"bar_chart-retrieve_value-health","63","63","p73"
"bubble_chart-describe_trend_or_correlation-education","There is no clear trend or correlation between the average test score and the number of students.","There is no clear trend or correlation between the average test score and the number of students.","p73"
"bubble_chart-identify_range-education","[62, 98]","[62, 98]","p73"
"bubble_chart-locate_value-weather_and_climate","Location C","Location C","p73"
"bubble_chart-retrieve_value-health","134","134","p73"
"bubble_chart_with_cluster-identify_clusters-innovation","Company A, Company B, Company C, Company D","Company A, Company B, Company C, Company D","p73"
"bubble_chart_with_outlier-identify_anomalies-energy_and_environment","Country D","Country A","p73"
"choropleth_map-locate_value-food_and_agriculture","New York","New York","p73"
"choropleth_map-make_comparisons-economy","Florida","Florida","p73"
"choropleth_map-retrieve_value-innovation","475","475","p73"
"histogram-locate_value-energy_and_environment","63 MWh","63 MWh","p73"
"histogram-make_comparisons-population_and_demography","Late twenties","Early thirties","p73"
"histogram-retrieve_value-health","222","222","p73"
"line_chart-describe_trend_or_correlation-politics","The approval rating consistently decreases over the years.","The approval rating consistently decreases over the years.","p73"
"line_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography","34000000","29457000","p73"
"line_chart-identify_range-weather_and_climate","[52, 98]","[52, 98]","p73"
"line_chart-locate_value-health","Day 5","Day 5","p73"
"line_chart-retrieve_value-population_and_demography","71653775","71653775","p73"
"pie_chart-locate_value-politics","Green","Green","p73"
"pie_chart-make_comparisons-economy","Agriculture","Agriculture","p73"
"pie_chart-retrieve_value-economy","40%","40%","p73"
"scatterplot-describe_trend_or_correlation-weather_and_climate","A moderate positive correlation between temperature and humidity","A moderate positive correlation between temperature and humidity","p73"
"scatterplot-identify_range-economy","[500, 2299]","[537, 1991]","p73"
"scatterplot-locate_value-economy","GDP: 1991, Unemployment Rate: 0","GDP: 1991, Unemployment Rate: 0","p73"
"scatterplot-make_comparisons-politics","Above 80%","Below 60%","p73"
"scatterplot-retrieve_value-economy","0","0","p73"
"scatterplot_with_cluster-identify_clusters-innovation","Around the center at (50, 50)","Around the center at (50, 50)","p73"
"scatterplot_with_outlier-identify_anomalies-innovation","Innovation Index of 150 and Patent Count of 30","Innovation Index of 150 and Patent Count of 30","p73"
"stacked_area_chart-describe_trend_or_correlation-energy_and_environment","No energy source shows a consistently increasing trend over the years.","No energy source shows a consistently increasing trend over the years.","p73"
"stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment","2.5","2.5","p73"
"stacked_area_chart-locate_value-health","2018","2018","p73"
"stacked_area_chart-make_comparisons-politics","Libertarian Party","Libertarian Party","p73"
"stacked_area_chart-retrieve_value-food_and_agriculture","47","62","p73"
"stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment","0.6","1.6","p73"
"stacked_bar_chart-locate_value-politics","State 4","State 4","p73"
"stacked_bar_chart-make_comparisons-education","School C","School B","p73"
"stacked_bar_chart-retrieve_value-health","148","148","p73"
"tree_map-identify_the_hierarchical_structure-economy","Manufacturing","Manufacturing","p73"
"tree_map-locate_value-education","Biology","Biology","p73"
"tree_map-retrieve_value-politics","35%","20%","p73"
"100_percent_stacked_bar_chart-locate_value-weather_and_climate","Location_A","Location_A","p81"
"100_percent_stacked_bar_chart-make_comparisons-innovation","Company A","Company A","p81"
"100_percent_stacked_bar_chart-retrieve_value-innovation","44%","44%","p81"
"area_chart-describe_trend_or_correlation-innovation","No clear trend, with the number of innovations fluctuating each year.","No clear trend, with the number of innovations fluctuating each year.","p81"
"area_chart-identify_range-energy_and_environment","[138, 961]","[138, 961]","p81"
"area_chart-locate_value-population_and_demography","2000","2000","p81"
"area_chart-retrieve_value-innovation","142","142","p81"
"bar_chart-identify_range-food_and_agriculture","[217, 917]","[217, 917]","p81"
"bar_chart-locate_value-population_and_demography","1194","1194","p81"
"bar_chart-make_comparisons-energy_and_environment","Coal has a higher production level than Solar.","Solar has a higher production level than Coal.","p81"
"bar_chart-retrieve_value-innovation","217","217","p81"
"bubble_chart-describe_trend_or_correlation-politics","There is no clear trend or correlation between votes and seats.","Parties with more votes tend to have more seats.","p81"
"bubble_chart-identify_range-innovation","[61, 164]","[61, 164]","p81"
"bubble_chart-locate_value-health","Patient 2","Patient 2","p81"
"bubble_chart-make_comparisons-energy_and_environment","Cyprum","Grevia","p81"
"bubble_chart-retrieve_value-energy_and_environment","135740","118034","p81"
"bubble_chart_with_cluster-identify_clusters-population_and_demography","City 1, City 2, City 3, and City 4","City 1, City 2, City 3, and City 4","p81"
"bubble_chart_with_outlier-identify_anomalies-population_and_demography","Outlands","Outlands","p81"
"choropleth_map-locate_value-weather_and_climate","Iowa","Iowa","p81"
"choropleth_map-make_comparisons-politics","The visualization does not provide this information","Michigan","p81"
"choropleth_map-retrieve_value-health","1994","1994","p81"
"histogram-locate_value-weather_and_climate","90°F","90°F","p81"
"histogram-make_comparisons-economy","$50,000 bracket has more individuals","$50,000 bracket has more individuals","p81"
"histogram-retrieve_value-health","257","222","p81"
"line_chart-describe_trend_or_correlation-food_and_agriculture","Agricultural production shows a consistent decrease from 2000 to 2019.","Agricultural production shows a consistent decrease from 2000 to 2019.","p81"
"line_chart-estimate_the_difference_between_two_values_of_the_same_type-education","82","42","p81"
"line_chart-identify_range-health","[62, 96]","[62, 96]","p81"
"line_chart-locate_value-energy_and_environment","Time 9","Time 9","p81"
"line_chart-retrieve_value-food_and_agriculture","710","710","p81"
"pie_chart-locate_value-economy","Construction","Construction","p81"
"pie_chart-make_comparisons-education","Middle School","Middle School","p81"
"pie_chart-retrieve_value-economy","40%","40%","p81"
"scatterplot-describe_trend_or_correlation-politics","As Voter Turnout increases, Opposition Support decreases.","As Voter Turnout increases, Opposition Support decreases.","p81"
"scatterplot-identify_range-weather_and_climate","[52°F, 115°F]","[62°F, 100°F]","p81"
